totalWeeks,geWeeks,profile,inputClass,recentWeeklyVolumeKm,recentLongestRunKm,coreWeek1TargetKm,geExitVolumeKm,entryMinusTargetKm,result
49,29,CoreEntryReady,Low,15,5,15,56,41,FAIL
50,30,CoreEntryReady,Low,15,5,15,58,5,43,5,FAIL
51,31,CoreEntryReady,Low,15,5,15,61,46,FAIL
52,32,CoreEntryReady,Low,15,5,15,52,37,FAIL
21,1,CoreEntryReady,Typical,20,8,20,20,0,PASS
22,2,CoreEntryReady,Typical,20,8,20,21,5,1,5,FAIL
23,3,CoreEntryReady,Typical,20,8,20,23,3,FAIL
24,4,CoreEntryReady,Typical,20,8,20,19,5,-0,5,PASS
25,5,CoreEntryReady,Typical,20,8,20,24,5,4,5,FAIL
26,6,CoreEntryReady,Typical,20,8,20,26,6,FAIL
27,7,CoreEntryReady,Typical,20,8,20,28,8,FAIL
28,8,CoreEntryReady,Typical,20,8,20,24,4,FAIL
29,9,CoreEntryReady,Typical,20,8,20,30,10,FAIL
30,10,CoreEntryReady,Typical,20,8,20,32,12,FAIL
31,11,CoreEntryReady,Typical,20,8,20,34,14,FAIL
32,12,CoreEntryReady,Typical,20,8,20,29,9,FAIL
33,13,CoreEntryReady,Typical,20,8,20,36,5,16,5,FAIL
34,14,CoreEntryReady,Typical,20,8,20,39,19,FAIL
35,15,CoreEntryReady,Typical,20,8,20,41,5,21,5,FAIL
36,16,CoreEntryReady,Typical,20,8,20,35,5,15,5,FAIL
37,17,CoreEntryReady,Typical,20,8,20,44,24,FAIL
38,18,CoreEntryReady,Typical,20,8,20,46,5,26,5,FAIL
39,19,CoreEntryReady,Typical,20,8,20,49,29,FAIL
40,20,CoreEntryReady,Typical,20,8,20,41,5,21,5,FAIL
41,21,CoreEntryReady,Typical,20,8,20,51,5,31,5,FAIL
42,22,CoreEntryReady,Typical,20,8,20,54,34,FAIL
43,23,CoreEntryReady,Typical,20,8,20,56,5,36,5,FAIL
44,24,CoreEntryReady,Typical,20,8,20,48,28,FAIL
45,25,CoreEntryReady,Typical,20,8,20,59,39,FAIL
46,26,CoreEntryReady,Typical,20,8,20,61,5,41,5,FAIL
47,27,CoreEntryReady,Typical,20,8,20,64,44,FAIL
48,28,CoreEntryReady,Typical,20,8,20,54,5,34,5,FAIL
49,29,CoreEntryReady,Typical,20,8,20,66,5,46,5,FAIL
50,30,CoreEntryReady,Typical,20,8,20,69,49,FAIL
51,31,CoreEntryReady,Typical,20,8,20,71,5,51,5,FAIL
52,32,CoreEntryReady,Typical,20,8,20,61,41,FAIL
21,1,CoreEntryReady,High,30,12,30,30,0,PASS
22,2,CoreEntryReady,High,30,12,30,32,2,FAIL
23,3,CoreEntryReady,High,30,12,30,34,4,FAIL
24,4,CoreEntryReady,High,30,12,30,29,-1,PASS
25,5,CoreEntryReady,High,30,12,30,36,5,6,5,FAIL
26,6,CoreEntryReady,High,30,12,30,39,9,FAIL
27,7,CoreEntryReady,High,30,12,30,41,5,11,5,FAIL
28,8,CoreEntryReady,High,30,12,30,35,5,5,5,FAIL
29,9,CoreEntryReady,High,30,12,30,44,14,FAIL
30,10,CoreEntryReady,High,30,12,30,46,5,16,5,FAIL
31,11,CoreEntryReady,High,30,12,30,49,19,FAIL
32,12,CoreEntryReady,High,30,12,30,41,5,11,5,FAIL
33,13,CoreEntryReady,High,30,12,30,51,5,21,5,FAIL
34,14,CoreEntryReady,High,30,12,30,54,24,FAIL
35,15,CoreEntryReady,High,30,12,30,56,5,26,5,FAIL
36,16,CoreEntryReady,High,30,12,30,48,18,FAIL
37,17,CoreEntryReady,High,30,12,30,59,29,FAIL
38,18,CoreEntryReady,High,30,12,30,61,5,31,5,FAIL
39,19,CoreEntryReady,High,30,12,30,64,34,FAIL
40,20,CoreEntryReady,High,30,12,30,54,5,24,5,FAIL
41,21,CoreEntryReady,High,30,12,30,66,5,36,5,FAIL
42,22,CoreEntryReady,High,30,12,30,69,39,FAIL
43,23,CoreEntryReady,High,30,12,30,71,5,41,5,FAIL
44,24,CoreEntryReady,High,30,12,30,61,31,FAIL
45,25,CoreEntryReady,High,30,12,30,74,44,FAIL
46,26,CoreEntryReady,High,30,12,30,76,5,46,5,FAIL
47,27,CoreEntryReady,High,30,12,30,79,49,FAIL
48,28,CoreEntryReady,High,30,12,30,67,37,FAIL
49,29,CoreEntryReady,High,30,12,30,81,5,51,5,FAIL
50,30,CoreEntryReady,High,30,12,30,84,54,FAIL
51,31,CoreEntryReady,High,30,12,30,86,5,56,5,FAIL
52,32,CoreEntryReady,High,30,12,30,73,5,43,5,FAIL
